code10,"univtxt","univsearch"
1005550110,"旭川医科大学 医 医","旭川医大"
1005550210,"旭川医科大学 医 看護","旭川医大"
1010200010,"小樽商科大学 商 ","小樽商大"
1010240010,"小樽商科大学 商夜 ","小樽商大"
1015740510,"帯広畜産大学 畜産 畜産科学","帯広畜産大　"
1015740610,"帯広畜産大学 畜産 共同獣医学","帯広畜産大　"
1020461210,"北見工業大学 工 先進工","北見工大"
1025010110,"北海道大学 文 人文科学","北海道大"
1025120110,"北海道大学 法 法学","北海道大"
1025180010,"北海道大学 経済 ","北海道大"
1025300110,"北海道大学 教育 教育","北海道大"
1025420120,"北海道大学 理 化学","北海道大"
1025420320,"北海道大学 理 数学","北海道大"
1025420720,"北海道大学 理 地球惑星科学","北海道大"
1025420820,"北海道大学 理 物理","北海道大"
1025421320,"北海道大学 理 生物／生物学","北海道大"
1025421420,"北海道大学 理 生物／高分子","北海道大"
1025461120,"北海道大学 工 環境社会工","北海道大"
1025461220,"北海道大学 工 情報エレクト","北海道大"
1025461820,"北海道大学 工 応用理工系","北海道大"
1025461920,"北海道大学 工 機械知能工","北海道大"
1025550110,"北海道大学 医 医","北海道大"
1025550310,"北海道大学 医 保健／看護学","北海道大"
1025550410,"北海道大学 医 保健／放射線","北海道大"
1025550510,"北海道大学 医 保健／検査技","北海道大"
1025550610,"北海道大学 医 保健／理学療","北海道大"
1025550710,"北海道大学 医 保健／作業療","北海道大"
1025580110,"北海道大学 歯 歯","北海道大"
1025610020,"北海道大学 薬 ","北海道大"
1025720020,"北海道大学 農 ","北海道大"
1025730010,"北海道大学 水産 ","北海道大"
1025740210,"北海道大学 獣医 共同獣医学","北海道大"
1025910010,"北海道大学 総合文系 ","北海道大"
1025920010,"北海道大学 総合理系 ","北海道大"
1030301710,"北海道教育大学旭川校 教育 教員／教育発","北教大旭川校"
1030301910,"北海道教育大学旭川校 教育 教員／国語","北教大旭川校"
1030302010,"北海道教育大学旭川校 教育 教員／英語","北教大旭川校"
1030302710,"北海道教育大学旭川校 教育 教員／社会","北教大旭川校"
1030302810,"北海道教育大学旭川校 教育 教員／数学","北教大旭川校"
1030302910,"北海道教育大学旭川校 教育 教員／理科","北教大旭川校"
1030303010,"北海道教育大学旭川校 教育 教員／生活技","北教大旭川校"
1030303210,"北海道教育大学旭川校 教育 教員／音楽","北教大旭川校"
1030303310,"北海道教育大学旭川校 教育 教員／美術","北教大旭川校"
1030303410,"北海道教育大学旭川校 教育 教員／保健体","北教大旭川校"
1035302110,"北海道教育大学岩見沢校 教育 芸術／芸術ス","北教大岩見沢校"
1035302210,"北海道教育大学岩見沢校 教育 芸術／声楽","北教大岩見沢校"
1035302310,"北海道教育大学岩見沢校 教育 芸術／鍵・作","北教大岩見沢校"
1035302410,"北海道教育大学岩見沢校 教育 芸術／管弦打","北教大岩見沢校"
1035302510,"北海道教育大学岩見沢校 教育 芸術／音楽教","北教大岩見沢校"
1035303220,"北海道教育大学岩見沢校 教育 芸術／音楽文","北教大岩見沢校"
1035303310,"北海道教育大学岩見沢校 教育 芸術／美術文","北教大岩見沢校"
1035303410,"北海道教育大学岩見沢校 教育 芸術／スポー","北教大岩見沢校"
1040303210,"北海道教育大学釧路校 教育 教員／地域学","北教大釧路校"
1045302010,"北海道教育大学札幌校 教育 教員／特別支","北教大札幌校"
1045302110,"北海道教育大学札幌校 教育 教員／養護教","北教大札幌校"
1045302410,"北海道教育大学札幌校 教育 教員／学校教","北教大札幌校"
1045302510,"北海道教育大学札幌校 教育 教員／言語社","北教大札幌校"
1045302610,"北海道教育大学札幌校 教育 教員／理数教","北教大札幌校"
1045302710,"北海道教育大学札幌校 教育 教員／生活創","北教大札幌校"
1045302810,"北海道教育大学札幌校 教育 教員／図画工","北教大札幌校"
1045302910,"北海道教育大学札幌校 教育 教員／音楽","北教大札幌校"
1045303010,"北海道教育大学札幌校 教育 教員／保健体","北教大札幌校"
1050303210,"北海道教育大学函館校 教育 国際／国際協","北教大函館校"
1050303310,"北海道教育大学函館校 教育 国際／地域政","北教大函館校"
1050303410,"北海道教育大学函館校 教育 国際／地域環","北教大函館校"
1050303510,"北海道教育大学函館校 教育 国際／地域教","北教大函館校"
1055470110,"室蘭工業大学 理工 創造工","室蘭工大"
1055470210,"室蘭工業大学 理工 システム理化","室蘭工大"
1055530110,"室蘭工業大学 理工夜 創造工","室蘭工大"
1060270110,"弘前大学 人文社会 文化創生","弘前大"
1060270211,"弘前大学 人文社会 社会経営","弘前大"
1060301510,"弘前大学 教育 養護教諭","弘前大"
1060304810,"弘前大学 教育 学校／特別支","弘前大"
1060304910,"弘前大学 教育 学校／小学校","弘前大"
1060305010,"弘前大学 教育 学校／国語","弘前大"
1060305110,"弘前大学 教育 学校／社会","弘前大"
1060305210,"弘前大学 教育 学校／数学","弘前大"
1060305310,"弘前大学 教育 学校／理科","弘前大"
1060305810,"弘前大学 教育 学校／家庭","弘前大"
1060305910,"弘前大学 教育 学校／英語","弘前大"
1060470710,"弘前大学 理工 物質創成化","弘前大"
1060470810,"弘前大学 理工 電子情報工","弘前大"
1060470911,"弘前大学 理工 数物科学","弘前大"
1060471010,"弘前大学 理工 地球環境防災","弘前大"
1060471110,"弘前大学 理工 機械科学","弘前大"
1060471210,"弘前大学 理工 自然エネルギ","弘前大"
1060550111,"弘前大学 医 医","弘前大"
1060550310,"弘前大学 医 保健／看護学","弘前大"
1060550410,"弘前大学 医 保健／放射線","弘前大"
1060550510,"弘前大学 医 保健／検査技","弘前大"
1060550610,"弘前大学 医 保健／理学療","弘前大"
1060550710,"弘前大学 医 保健／作業療","弘前大"
1060550810,"弘前大学 医 心理支援科学","弘前大"
1060740510,"弘前大学 農学生命 生物","弘前大"
1060740610,"弘前大学 農学生命 分子生命科学","弘前大"
1060740710,"弘前大学 農学生命 食料資源","弘前大"
1060740810,"弘前大学 農学生命 国際園芸農","弘前大"
1060740910,"弘前大学 農学生命 地域環境工","弘前大"
1065270610,"岩手大学 人文社会 人間文化","岩手大"
1065270710,"岩手大学 人文社会 地域政策","岩手大"
1065301510,"岩手大学 教育 学校／小学校","岩手大"
1065302710,"岩手大学 教育 学校／特別支","岩手大"
1065304010,"岩手大学 教育 学校／国語","岩手大"
1065304110,"岩手大学 教育 学校／社会","岩手大"
1065304410,"岩手大学 教育 学校／英語","岩手大"
1065304510,"岩手大学 教育 学校／音楽","岩手大"
1065304610,"岩手大学 教育 学校／美術","岩手大"
1065304710,"岩手大学 教育 学校／保健体","岩手大"
1065304810,"岩手大学 教育 学校／数学","岩手大"
1065304910,"岩手大学 教育 学校／理科","岩手大"
1065471210,"岩手大学 理工 理工／化学","岩手大"
1065471310,"岩手大学 理工 理工／数理物","岩手大"
1065471410,"岩手大学 理工 理工／材料科","岩手大"
1065471510,"岩手大学 理工 理工／情報系","岩手大"
1065471610,"岩手大学 理工 理工／電気電","岩手大"
1065471710,"岩手大学 理工 理工／機械知","岩手大"
1065471810,"岩手大学 理工 理工／社会基","岩手大"
1065471910,"岩手大学 理工 理工／データ","岩手大"
1065721910,"岩手大学 農 食料／農学","岩手大"
1065722010,"岩手大学 農 食料／食品健","岩手大"
1065722110,"岩手大学 農 生命／機能学","岩手大"
1065722210,"岩手大学 農 生命／医科学","岩手大"
1065722310,"岩手大学 農 地域／革新農","岩手大"
1065722410,"岩手大学 農 地域／森林科","岩手大"
1065722510,"岩手大学 農 動物／動物科","岩手大"
1065722610,"岩手大学 農 動物／水産シ","岩手大"
1065740110,"岩手大学 獣医 共同獣医","岩手大"
1070010610,"東北大学 文 人文社会","東北大"
1070120110,"東北大学 法 法","東北大"
1070180010,"東北大学 経済 ","東北大"
1070300310,"東北大学 教育 教育科学","東北大"
1070420310,"東北大学 理 化学系","東北大"
1070420510,"東北大学 理 数学系","東北大"
1070420710,"東北大学 理 生物系","東北大"
1070420810,"東北大学 理 地球科学系","東北大"
1070421210,"東北大学 理 物理系","東北大"
1070461810,"東北大学 工 機械知能・航","東北大"
1070461910,"東北大学 工 電気情報物理","東北大"
1070462010,"東北大学 工 化学・バイオ","東北大"
1070462110,"東北大学 工 材料科学総合","東北大"
1070462210,"東北大学 工 建築・社会環","東北大"
1070550110,"東北大学 医 医","東北大"
1070550310,"東北大学 医 保健／看護学","東北大"
1070550410,"東北大学 医 保健／放射線","東北大"
1070550510,"東北大学 医 保健／検査技","東北大"
1070580110,"東北大学 歯 歯","東北大"
1070610010,"東北大学 薬 ","東北大"
1070720010,"東北大学 農 ","東北大"
1075307811,"宮城教育大学 教育 学校／初等教","宮城教育大　"
1075307910,"宮城教育大学 教育 学校／国語","宮城教育大　"
1075308010,"宮城教育大学 教育 学校／社会","宮城教育大　"
1075308110,"宮城教育大学 教育 学校／英語","宮城教育大　"
1075308210,"宮城教育大学 教育 学校／数学","宮城教育大　"
1075308310,"宮城教育大学 教育 学校／理科","宮城教育大　"
1075308911,"宮城教育大学 教育 学校／特別支","宮城教育大　"
1080311010,"秋田大学 教育文化 学校／特別支","秋田大"
1080311110,"秋田大学 教育文化 学校／こども","秋田大"
1080311210,"秋田大学 教育文化 地域文化","秋田大"
1080311312,"秋田大学 教育文化 学校／初等中","秋田大"
1080370210,"秋田大学 国際資源 国際／資源政","秋田大"
1080370310,"秋田大学 国際資源 国際／資源地","秋田大"
1080370410,"秋田大学 国際資源 国際／資源開","秋田大"
1080390111,"秋田大学 情報デー 情報データ科","秋田大"
1080480111,"秋田大学 総合環境 応用化学生物","秋田大"
1080480211,"秋田大学 総合環境 環境数物科学","秋田大"
1080480311,"秋田大学 総合環境 社会シス工","秋田大"
1080550110,"秋田大学 医 医","秋田大"
1080550310,"秋田大学 医 保健／看護学","秋田大"
1080550410,"秋田大学 医 保健／理学療","秋田大"
1080550510,"秋田大学 医 保健／作業療","秋田大"
1085270110,"山形大学 人文社会 人文／人間文","山形大"
1085270210,"山形大学 人文社会 人文／グロー","山形大"
1085270310,"山形大学 人文社会 人文／法政経","山形大"
1085303910,"山形大学 教育 学校／小学校","山形大"
1085304010,"山形大学 教育 学校／中学校","山形大"
1085304110,"山形大学 教育 学校／理数系","山形大"
1085304210,"山形大学 教育 学校／心理支","山形大"
1085420610,"山形大学 理 理","山形大"
1085460110,"山形大学 工 機械シス工","山形大"
1085461010,"山形大学 工 高分子・有機","山形大"
1085461310,"山形大学 工 建築・デザイ","山形大"
1085461410,"山形大学 工 化学／応用化","山形大"
1085461510,"山形大学 工 化学／バイオ","山形大"
1085461610,"山形大学 工 情報／情報知","山形大"
1085461710,"山形大学 工 情報／電気電","山形大"
1085540910,"山形大学 工フレ システム創成","山形大"
1085550111,"山形大学 医 医","山形大"
1085550210,"山形大学 医 看護","山形大"
1085720410,"山形大学 農 食料生命環境","山形大"
1085880010,"山形大学 社会共創 ","山形大"
1090270410,"福島大学 人文社会 行政政策学類","福島大"
1090270510,"福島大学 人文社会 経済経営学類","福島大"
1090270621,"福島大学 人文社会 人間発達文化","福島大"
1090271210,"福島大学 人文社会 人間／教育実","福島大"
1090271311,"福島大学 人文社会 人間／心理学","福島大"
1090271410,"福島大学 人文社会 人間／特別支","福島大"
1090271510,"福島大学 人文社会 人間／数理自","福島大"
1090271610,"福島大学 人文社会 人間／スポー","福島大"
1090271711,"福島大学 人文社会 人間／人文科","福島大"
1090271811,"福島大学 人文社会 人間／芸術表","福島大"
1090470110,"福島大学 理工 共生システム","福島大"
1090740110,"福島大学 農 食農学類","福島大"
1095270110,"茨城大学 人文社会 現代社会","茨城大"
1095270210,"茨城大学 人文社会 法律経済","茨城大"
1095270310,"茨城大学 人文社会 人間文化","茨城大"
1095302010,"茨城大学 教育 養護教諭","茨城大"
1095304910,"茨城大学 教育 学校／国語","茨城大"
1095305010,"茨城大学 教育 学校／社会","茨城大"
1095305110,"茨城大学 教育 学校／英語","茨城大"
1095305210,"茨城大学 教育 学校／数学","茨城大"
1095305310,"茨城大学 教育 学校／理科","茨城大"
1095305410,"茨城大学 教育 学校／音楽","茨城大"
1095305510,"茨城大学 教育 学校／美術","茨城大"
1095305610,"茨城大学 教育 学校／保健体","茨城大"
1095305710,"茨城大学 教育 学校／技術","茨城大"
1095305810,"茨城大学 教育 学校／家庭","茨城大"
1095306010,"茨城大学 教育 学校／特別支","茨城大"
1095306610,"茨城大学 教育 学校／教育実","茨城大"
1095420610,"茨城大学 理 理／数学・情","茨城大"
1095420710,"茨城大学 理 理／物理学","茨城大"
1095420810,"茨城大学 理 理／化学","茨城大"
1095420910,"茨城大学 理 理／生物科学","茨城大"
1095421010,"茨城大学 理 理／地球環境","茨城大"
1095421110,"茨城大学 理 理／総合理学","茨城大"
1095460310,"茨城大学 工 情報工","茨城大"
1095460510,"茨城大学 工 都市シス工","茨城大"
1095461010,"茨城大学 工 機械シス工","茨城大"
1095461110,"茨城大学 工 電気電子シス","茨城大"
1095461210,"茨城大学 工 物質科学工","茨城大"
1095720410,"茨城大学 農 食生命科学","茨城大"
1095720510,"茨城大学 農 地域／応用植","茨城大"
1095720610,"茨城大学 農 地域／地域共","茨城大"
1095880010,"茨城大学 地域未来 ","茨城大"
1093270110,"筑波技術大学 共生社会 共生／視覚障","筑波技大"
1093270210,"筑波技術大学 共生社会 共生／聴覚障","筑波技大"
1093470110,"筑波技術大学 産業技術 産業情報","筑波技大"
1093470210,"筑波技術大学 産業技術 総合デザイン","筑波技大"
1093640310,"筑波技術大学 保健科学 情報システム","筑波技大"
1093640410,"筑波技術大学 保健科学 保健","筑波技大"
1100030110,"筑波大学 人文文化 人文学類","筑波大"
1100030210,"筑波大学 人文文化 比較文化学類","筑波大"
1100030310,"筑波大学 人文文化 日本語・日本","筑波大"
1100270110,"筑波大学 社会国際 社会学類","筑波大"
1100270210,"筑波大学 社会国際 国際総合学類","筑波大"
1100380110,"筑波大学 人間 教育学類","筑波大"
1100380210,"筑波大学 人間 心理学類","筑波大"
1100380310,"筑波大学 人間 障害科学類","筑波大"
1100390110,"筑波大学 情報 情報科学類","筑波大"
1100390210,"筑波大学 情報 メディア創成","筑波大"
1100390320,"筑波大学 情報 知識情報・図","筑波大"
1100470110,"筑波大学 理工 数学類","筑波大"
1100470210,"筑波大学 理工 物理学類","筑波大"
1100470310,"筑波大学 理工 化学類","筑波大"
1100470410,"筑波大学 理工 応用理工学類","筑波大"
1100470510,"筑波大学 理工 工学システム","筑波大"
1100470610,"筑波大学 理工 社会工学類","筑波大"
1100550111,"筑波大学 医 医学類","筑波大"
1100550510,"筑波大学 医 看護学類","筑波大"
1100550610,"筑波大学 医 医療科学類","筑波大"
1100640010,"筑波大学 体育 ","筑波大"
1100740110,"筑波大学 生命環境 生物学類","筑波大"
1100740210,"筑波大学 生命環境 生物資源学類","筑波大"
1100740310,"筑波大学 生命環境 地球学類","筑波大"
1100830010,"筑波大学 芸術 ","筑波大"
1100940010,"筑波大学 総合文系 ","筑波大"
1100950010,"筑波大学 総合理Ⅰ ","筑波大"
1100960010,"筑波大学 総合理Ⅱ ","筑波大"
1100970010,"筑波大学 総合理Ⅲ ","筑波大"
1110311110,"宇都宮大学 共同教育 学校／音楽","宇都宮大"
1110311210,"宇都宮大学 共同教育 学校／美術","宇都宮大"
1110311310,"宇都宮大学 共同教育 学校／保健体","宇都宮大"
1110311410,"宇都宮大学 共同教育 学校／家政","宇都宮大"
1110311510,"宇都宮大学 共同教育 学校／教育人","宇都宮大"
1110311610,"宇都宮大学 共同教育 学校／人文社","宇都宮大"
1110311710,"宇都宮大学 共同教育 学校／自然科","宇都宮大"
1110330310,"宇都宮大学 国際 国際","宇都宮大"
1110370110,"宇都宮大学 地域デザ コミュニティ","宇都宮大"
1110370210,"宇都宮大学 地域デザ 建築都市デザ","宇都宮大"
1110370310,"宇都宮大学 地域デザ 社会基盤デザ","宇都宮大"
1110380110,"宇都宮大学 データサ データサイエ","宇都宮大"
1110461020,"宇都宮大学 工 基盤工","宇都宮大"
1110461110,"宇都宮大学 工 基盤／化学系","宇都宮大"
1110461210,"宇都宮大学 工 基盤／機械情","宇都宮大"
1110720410,"宇都宮大学 農 エコロジカル","宇都宮大"
1110720510,"宇都宮大学 農 生物生産イノ","宇都宮大"
1110720610,"宇都宮大学 農 フロンティア","宇都宮大"
1110720710,"宇都宮大学 農 環境システム","宇都宮大"
1115310110,"群馬大学 共同教育 学校／国語","群馬大"
1115310210,"群馬大学 共同教育 学校／社会","群馬大"
1115310310,"群馬大学 共同教育 学校／英語","群馬大"
1115310410,"群馬大学 共同教育 学校／数学","群馬大"
1115310510,"群馬大学 共同教育 学校／理科","群馬大"
1115310610,"群馬大学 共同教育 学校／技術","群馬大"
1115310710,"群馬大学 共同教育 学校／音楽","群馬大"
1115310810,"群馬大学 共同教育 学校／美術","群馬大"
1115310910,"群馬大学 共同教育 学校／家政","群馬大"
1115311010,"群馬大学 共同教育 学校／保健体","群馬大"
1115311110,"群馬大学 共同教育 学校／教育","群馬大"
1115311210,"群馬大学 共同教育 学校／教育心","群馬大"
1115311310,"群馬大学 共同教育 学校／特別支","群馬大"
1115370110,"群馬大学 情報 情報","群馬大"
1115470610,"群馬大学 理工 物質・環境類","群馬大"
1115470710,"群馬大学 理工 電子・機械類","群馬大"
1115550111,"群馬大学 医 医","群馬大"
1115550310,"群馬大学 医 保健／看護学","群馬大"
1115550410,"群馬大学 医 保健／検査技","群馬大"
1115550510,"群馬大学 医 保健／理学療","群馬大"
1115550610,"群馬大学 医 保健／作業療","群馬大"
1120180213,"埼玉大学 経済 経済","埼玉大"
1120300610,"埼玉大学 教育 養護教諭","埼玉大"
1120303310,"埼玉大学 教育 学校／国語","埼玉大"
1120303410,"埼玉大学 教育 学校／社会","埼玉大"
1120303610,"埼玉大学 教育 学校／理科","埼玉大"
1120303710,"埼玉大学 教育 学校／音楽","埼玉大"
1120303910,"埼玉大学 教育 学校／保健体","埼玉大"
1120304210,"埼玉大学 教育 学校／英語","埼玉大"
1120307710,"埼玉大学 教育 学校／算数数","埼玉大"
1120307810,"埼玉大学 教育 学校／図工美","埼玉大"
1120307910,"埼玉大学 教育 学校／技術情","埼玉大"
1120308010,"埼玉大学 教育 学校／家庭科","埼玉大"
1120308110,"埼玉大学 教育 学校／教育学","埼玉大"
1120308210,"埼玉大学 教育 学校／臨床教","埼玉大"
1120308310,"埼玉大学 教育 学校／心理発","埼玉大"
1120308410,"埼玉大学 教育 学校／乳幼児","埼玉大"
1120308510,"埼玉大学 教育 学校／特別支","埼玉大"
1120370110,"埼玉大学 教養 教養","埼玉大"
1120420110,"埼玉大学 理 基礎化","埼玉大"
1120420210,"埼玉大学 理 数学","埼玉大"
1120420310,"埼玉大学 理 分子生物","埼玉大"
1120420410,"埼玉大学 理 生体制御","埼玉大"
1120420510,"埼玉大学 理 物理","埼玉大"
1120460110,"埼玉大学 工 応用化","埼玉大"
1120460810,"埼玉大学 工 機械工学・シ","埼玉大"
1120460910,"埼玉大学 工 電気電子物理","埼玉大"
1120461010,"埼玉大学 工 情報工","埼玉大"
1120461110,"埼玉大学 工 環境社会デザ","埼玉大"
1125010510,"千葉大学 文 人文／行動科","千葉大"
1125010610,"千葉大学 文 人文／歴史学","千葉大"
1125010710,"千葉大学 文 人文／日本ユ","千葉大"
1125010810,"千葉大学 文 人文／国際言","千葉大"
1125140110,"千葉大学 法政経 法政経","千葉大"
1125305310,"千葉大学 教育 学校／小学校","千葉大"
1125305410,"千葉大学 教育 学校／国語","千葉大"
1125305510,"千葉大学 教育 学校／社会","千葉大"
1125305610,"千葉大学 教育 学校／数学","千葉大"
1125305710,"千葉大学 教育 学校／理科","千葉大"
1125305810,"千葉大学 教育 学校／技術","千葉大"
1125305910,"千葉大学 教育 学校／特別支","千葉大"
1125306010,"千葉大学 教育 学校／乳幼児","千葉大"
1125306110,"千葉大学 教育 学校／養護教","千葉大"
1125306210,"千葉大学 教育 学校／音楽","千葉大"
1125306310,"千葉大学 教育 学校／図・美","千葉大"
1125306410,"千葉大学 教育 学校／保健体","千葉大"
1125306510,"千葉大学 教育 学校／家庭","千葉大"
1125306610,"千葉大学 教育 学校／英語教","千葉大"
1125370110,"千葉大学 国際教養 国際教養","千葉大"
1125420110,"千葉大学 理 化学","千葉大"
1125420210,"千葉大学 理 数学・情報数","千葉大"
1125420310,"千葉大学 理 生物","千葉大"
1125420410,"千葉大学 理 地球科学","千葉大"
1125420510,"千葉大学 理 物理","千葉大"
1125462410,"千葉大学 工 総合／建築学","千葉大"
1125462510,"千葉大学 工 総合／都市工","千葉大"
1125462610,"千葉大学 工 総合／デザイ","千葉大"
1125462710,"千葉大学 工 総合／機械工","千葉大"
1125462810,"千葉大学 工 総合／医工学","千葉大"
1125462910,"千葉大学 工 総合／電気電","千葉大"
1125463010,"千葉大学 工 総合／物質科","千葉大"
1125463110,"千葉大学 工 総合／共生応","千葉大"
1125470110,"千葉大学 情報デー 情報・データ","千葉大"
1125550111,"千葉大学 医 医","千葉大"
1125610220,"千葉大学 薬 薬科学","千葉大"
1125640110,"千葉大学 看護 看護","千葉大"
1125740310,"千葉大学 園芸 緑地環境","千葉大"
1125740410,"千葉大学 園芸 園芸","千葉大"
1125740510,"千葉大学 園芸 応用生命化","千葉大"
1125740610,"千葉大学 園芸 食料資源経済","千葉大"
1128470110,"東京海洋大学 海洋工 海洋電子機械","東京海洋大　"
1128470210,"東京海洋大学 海洋工 海事シス工","東京海洋大　"
1128470310,"東京海洋大学 海洋工 流通情報工","東京海洋大　"
1128750110,"東京海洋大学 海洋生命 海洋生物資源","東京海洋大　"
1128750210,"東京海洋大学 海洋生命 食品生産科学","東京海洋大　"
1128750310,"東京海洋大学 海洋生命 海洋政策文化","東京海洋大　"
1128760110,"東京海洋大学 海洋資源 海洋環境科学","東京海洋大　"
1128760210,"東京海洋大学 海洋資源 海洋資源エネ","東京海洋大　"
1130031210,"お茶の水女子大学 文教育 人文科学","お茶の水女子大"
1130031310,"お茶の水女子大学 文教育 言語文化","お茶の水女子大"
1130031410,"お茶の水女子大学 文教育 人間社会科学","お茶の水女子大"
1130031610,"お茶の水女子大学 文教育 芸術／舞踊教","お茶の水女子大"
1130031710,"お茶の水女子大学 文教育 芸術／音楽表","お茶の水女子大"
1130031810,"お茶の水女子大学 文教育 人間／教・子","お茶の水女子大"
1130420110,"お茶の水女子大学 理 化学","お茶の水女子大"
1130420210,"お茶の水女子大学 理 情報科学","お茶の水女子大"
1130420310,"お茶の水女子大学 理 数学","お茶の水女子大"
1130420410,"お茶の水女子大学 理 生物","お茶の水女子大"
1130420510,"お茶の水女子大学 理 物理","お茶の水女子大"
1130470110,"お茶の水女子大学 共創工 人間環境工","お茶の水女子大"
1130470210,"お茶の水女子大学 共創工 文化情報工","お茶の水女子大"
1130790210,"お茶の水女子大学 生活科学 人間生活","お茶の水女子大"
1130790310,"お茶の水女子大学 生活科学 食物栄養","お茶の水女子大"
1130790510,"お茶の水女子大学 生活科学 心理","お茶の水女子大"
1135471410,"電気通信大学 情報理工 Ⅰ類・情報系","電気通信大　"
1135471510,"電気通信大学 情報理工 Ⅱ類・融合系","電気通信大　"
1135471610,"電気通信大学 情報理工 Ⅲ類・理工系","電気通信大　"
1140910010,"東京大学 文科一類 ","東京大"
1140920010,"東京大学 文科二類 ","東京大"
1140930010,"東京大学 文科三類 ","東京大"
1140940010,"東京大学 理科一類 ","東京大"
1140950010,"東京大学 理科二類 ","東京大"
1140960010,"東京大学 理科三類 ","東京大"
1150030110,"東京外国語大学 言語文化 言文／英語","東京外大"
1150030210,"東京外国語大学 言語文化 言文／ドイツ","東京外大"
1150030510,"東京外国語大学 言語文化 言文／フラン","東京外大"
1150030610,"東京外国語大学 言語文化 言文／イタリ","東京外大"
1150030710,"東京外国語大学 言語文化 言文／スペイ","東京外大"
1150030810,"東京外国語大学 言語文化 言文／ポルト","東京外大"
1150030910,"東京外国語大学 言語文化 言文／ロシア","東京外大"
1150031210,"東京外国語大学 言語文化 言文／中国語","東京外大"
1150031310,"東京外国語大学 言語文化 言文／朝鮮語","東京外大"
1150032810,"東京外国語大学 言語文化 言文／中欧","東京外大"
1150032910,"東京外国語大学 言語文化 言文／中央ア","東京外大"
1150033010,"東京外国語大学 言語文化 言文／東南１","東京外大"
1150033110,"東京外国語大学 言語文化 言文／東南２","東京外大"
1150033210,"東京外国語大学 言語文化 言文／南アジ","東京外大"
1150033310,"東京外国語大学 言語文化 言文／中東","東京外大"
1150271810,"東京外国語大学 国際社会 国社／中央ヨ","東京外大"
1150271910,"東京外国語大学 国際社会 国社／西南ヨ","東京外大"
1150272510,"東京外国語大学 国際社会 国社／東アジ","東京外大"
1150272710,"東京外国語大学 国際社会 国社／東南１","東京外大"
1150272810,"東京外国語大学 国際社会 国社／東南２","東京外大"
1150272910,"東京外国語大学 国際社会 国社／南アジ","東京外大"
1150273010,"東京外国語大学 国際社会 国社／中東","東京外大"
1150273110,"東京外国語大学 国際社会 国社／アフリ","東京外大"
1150273210,"東京外国語大学 国際社会 国社／オセア","東京外大"
1150273310,"東京外国語大学 国際社会 国社／北西ヨ","東京外大"
1150273410,"東京外国語大学 国際社会 国社／イベラ","東京外大"
1150273520,"東京外国語大学 国際社会 国社／ロ・中","東京外大"
1150273610,"東京外国語大学 国際社会 国社／ロシア","東京外大"
1150273710,"東京外国語大学 国際社会 国社／中央ア","東京外大"
1150330110,"東京外国語大学 国際日本 国際日本","東京外大"
1155300110,"東京学芸大学 教育 学校／中音楽","東京学芸大　"
1155300210,"東京学芸大学 教育 学校／中美術","東京学芸大　"
1155300310,"東京学芸大学 教育 学校／中保健","東京学芸大　"
1155300410,"東京学芸大学 教育 学校／中家庭","東京学芸大　"
1155300510,"東京学芸大学 教育 学校／中技術","東京学芸大　"
1155300610,"東京学芸大学 教育 学校／中英語","東京学芸大　"
1155300710,"東京学芸大学 教育 学校／中書道","東京学芸大　"
1155301810,"東京学芸大学 教育 学校／中情報","東京学芸大　"
1155301910,"東京学芸大学 教育 学校／特別支","東京学芸大　"
1155302010,"東京学芸大学 教育 学校／養護教","東京学芸大　"
1155305610,"東京学芸大学 教育 教育／生涯学","東京学芸大　"
1155305710,"東京学芸大学 教育 教育／カウン","東京学芸大　"
1155305810,"東京学芸大学 教育 教育／ソーシ","東京学芸大　"
1155305910,"東京学芸大学 教育 教育／多文化","東京学芸大　"
1155306010,"東京学芸大学 教育 教育／情報教","東京学芸大　"
1155306110,"東京学芸大学 教育 教育／表現教","東京学芸大　"
1155306210,"東京学芸大学 教育 教育／生涯ス","東京学芸大　"
1155306310,"東京学芸大学 教育 学校／初国語","東京学芸大　"
1155306410,"東京学芸大学 教育 学校／初社会","東京学芸大　"
1155306510,"東京学芸大学 教育 学校／初数学","東京学芸大　"
1155306610,"東京学芸大学 教育 学校／初理科","東京学芸大　"
1155306710,"東京学芸大学 教育 学校／初音楽","東京学芸大　"
1155306810,"東京学芸大学 教育 学校／初美術","東京学芸大　"
1155306910,"東京学芸大学 教育 学校／初保健","東京学芸大　"
1155307010,"東京学芸大学 教育 学校／初家庭","東京学芸大　"
1155307110,"東京学芸大学 教育 学校／初英語","東京学芸大　"
1155307210,"東京学芸大学 教育 学校／学校教","東京学芸大　"
1155307310,"東京学芸大学 教育 学校／学校心","東京学芸大　"
1155307410,"東京学芸大学 教育 学校／国際教","東京学芸大　"
1155308310,"東京学芸大学 教育 学校／環境教","東京学芸大　"
1155308410,"東京学芸大学 教育 学校／初もの","東京学芸大　"
1155308510,"東京学芸大学 教育 学校／初幼児","東京学芸大　"
1155308610,"東京学芸大学 教育 学校／中国語","東京学芸大　"
1155309710,"東京学芸大学 教育 学校／中社会","東京学芸大　"
1155309810,"東京学芸大学 教育 学校／中数学","東京学芸大　"
1155309910,"東京学芸大学 教育 学校／中理科","東京学芸大　"
1160830110,"東京芸術大学 美術 絵画／油画","東京芸大"
